Type,Number,Entry,Exit,Infant vocalizations,Parent vocalizations,Vocalizations,Referent,sound,Others,Duration
E,126,602,602.64,Infant vocalizes,,babbles: ah,,,,0.68
E,127,602.8,603.6,,Parent vocalizes,喔拜拜,,,,0.84
E,128,605.4,606.32,Infant vocalizes,,babbles: ah,,,,0.96
E,129,606.24,607.28,,Parent vocalizes,爸爸,,,,1.08
E,130,607.84,608.52,Infant vocalizes,,babbles:ah,,,,0.72
E,131,608.56,609.28,,Parent vocalizes,啊,,,,0.76
E,132,609.48,610.76,Infant vocalizes,,babbles: wooeh,,,,1.32
E,133,617.4,618.12,Infant vocalizes,,babbles: uhh,,,,0.76
E,134,618.12,619.16,,Parent vocalizes,嗯,,,,1.08
E,135,662.36,665.6,,Parent vocalizes,啊，电话，爸爸。,,,,3.28
E,136,665.84,666.8,Infant vocalizes,,babbles: 爸,,,,1
E,137,666.6,670.52,,Parent vocalizes,爸爸，爸爸。,,,,3.96
E,138,672.68,676.72,,Parent vocalizes,爸爸，喔打电话给爸爸呀。,,,,4.08
E,139,681.52,685.12,,Parent vocalizes,爸爸，爸爸。,,,,3.64
T,7,0,0,ZBZJ24,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150416-zbzj24\20150416-zbzj24-freeplay-c1\20150416-zbzj24-freeplay-c1.MTS""<BR>",,,,
E,1,1.04,1.04,,,,Mom,,,0.04
E,2,0,0,,,,,,,0.04
E,3,23.08,26.04,,Parent vocalizes,自己挑，洋娃娃我们是不喜欢的啊。,,,,3
E,4,32.8,34.8,,Parent vocalizes,你挑一个玩，这个。,,,,2.04
E,5,39.88,40.6,,Parent vocalizes,给。,,,,0.76
E,6,59.36,60.08,Infant vocalizes,,babbles: wua,,,,0.76
E,7,60.8,61.48,,Parent vocalizes,哟。,,,,0.72
E,8,71.72,74.76,,Parent vocalizes,哎这东西不能吃啊，不能吃。,,,,3.08
E,9,79.52,83.48,,Parent vocalizes,套上，对，套上，套上，套上。,,,,4
E,10,83.48,86.12,,Parent vocalizes,呀，真聪明，嘿嘿。,,,,2.68
E,11,86.92,87.92,,Parent vocalizes,再套一个。,,,,1.04
E,12,88.72,90,,Parent vocalizes,这还有一个。,,,,1.32
E,13,103.96,105.56,,Parent vocalizes,哎，再套一个。,,,,1.64
E,14,137.76,139.12,,Parent vocalizes,呵呵呵呵呵呵呵。,,,,1.4
E,15,156.4,158.6,,Parent vocalizes,好，这个可以。,,,,2.24
E,16,173.56,174.76,,Parent vocalizes,毛毛虫。,,,,1.24
E,17,178.12,179.4,,Parent vocalizes,去把那个捡过来。,,,,1.32
E,18,181.8,183,,Parent vocalizes,捡过来给妈妈。,,,,1.24
E,19,186.2,190.6,,Parent vocalizes,哎哟，没意思哦。弹了太低了没气了这个球。,,,,4.44
E,20,192.08,192.84,Infant vocalizes,,babbles：de,,,,0.8
E,21,193.72,194.36,Infant vocalizes,,babbles: de,,,,0.68
E,22,194.48,195.28,,Parent vocalizes,没气啦,,,,0.84
E,23,237.4,238.72,,Parent vocalizes,吼吼,,,,1.36
E,24,242.56,243.52,,Parent vocalizes,放倒。,,,,1
E,25,244.6,246.52,,Parent vocalizes,放这，放这。,,,,1.96
E,26,247.88,249.16,,Parent vocalizes,放这，来。,,,,1.32
E,27,250.8,252.32,,Parent vocalizes,放这里可以,,,,1.56
E,28,258,259.56,,Parent vocalizes,摩擦力太大了啊。,,,,1.6
E,29,268.4,271.64,,Parent vocalizes,看啊，（名字），（名字）看啊。,,,,3.28
E,30,277.6,279.48,,Parent vocalizes,你说那虫怎么跑那么远呢。,,,,1.92
E,31,297.92,299.24,,Parent vocalizes,你在干啥。,,,,1.36
E,32,335.72,336.72,,Parent vocalizes,捡起来玩。,,,,1.04
E,33,343.96,345.04,,Parent vocalizes,多好玩。,,,,1.12
E,34,345.8,346.56,Infant vocalizes,,babbles:　mm？,,,,0.8
E,35,353.6,354.48,,Parent vocalizes,这个好玩啊？,,,,0.92
E,36,355.28,356.2,,Parent vocalizes,有弹性？,,,,0.96
E,37,356.64,357.4,Infant vocalizes,,babbles: err,,,,0.8
E,38,357.48,358.2,,Parent vocalizes,_？,,,,0.76
E,39,358.8,361,,Parent vocalizes,过来，把那个小球来捡给妈妈。,,,,2.24
E,40,361.52,362.32,,Parent vocalizes,给妈妈。,,,,0.84
E,41,374.48,375.72,,Parent vocalizes,诶哟。,,,,1.28
E,42,397.8,400.08,,Parent vocalizes,_，__。,,,,2.32
E,43,402.4,408.08,Infant vocalizes,,"babbles： eh, eh, eh, err",,,,5.72
E,44,414.4,415.36,,Parent vocalizes,再倒出来。,,,,1
E,45,416.8,417.6,,Parent vocalizes,嗯你来抱。,,,,0.84
E,46,423.56,424.16,,Parent vocalizes,还有一个。,,,,0.64
E,47,428,431.52,,Parent vocalizes,哟这个车，这个车也穿衣服啦。,,,,3.56
E,48,451.88,451.88,,,,,,Condition shift,0.04
E,49,515.8,518,,Parent vocalizes,嗯？这个好玩，宝贝儿。,,,,2.24
E,50,532.08,532.6,Infant vocalizes,,babbles: hmm,,,,0.56
E,51,648.6,649.12,Infant vocalizes,,babbles: hmm,,,,0.56
T,8,0,0,ZBZJ26,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150422-zbzj26\20150422-zbzj26-freeplay-c1\20150422-zbzj26-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,15.2,18.4,,Parent vocalizes,咦，这个它给毛毛虫卷一卷。,,,,3.24
E,3,24.2,26.72,,Parent vocalizes,咦，拍手咯。,,,,2.56
E,4,27.16,28.48,,Parent vocalizes,拍拍手了。,,,,1.36
E,5,33.4,34,,Parent vocalizes,唔,,,,0.64
E,6,38.04,39.88,,Parent vocalizes,这毛毛虫好玩嘛,,,,1.88
E,7,42.8,46.6,,Parent vocalizes,去追，追，（听不清）跑快一点。,,,,3.84
E,8,49.4,50.36,,Parent vocalizes,哎。给你抓住了是伐。,,,,1
E,9,64.32,67.4,,Parent vocalizes,去把它拿过来，好吧，去把它拿过来。,,,,3.12
E,10,72.72,76,,Parent vocalizes,啊把毛毛虫拿过来。,,,,3.32
E,11,71.72,71.72,Infant vocalization,,en,,,,0.04
E,12,76.2,78.4,,Parent vocalizes,把它拿过来，把它拿给我。,,,,2.24
E,13,111,114,,Parent vocalizes,把毛毛虫拿过来好吧，给我。哎~,,,,3.04
E,14,124.48,129.28,,Parent vocalizes,这个套圈圈你会吧，有的吧，你套圈圈的对吧。,,,,4.84
E,15,129.48,130.52,,Parent vocalizes,套圈圈。,,,,1.08
E,16,134.16,135.12,,Parent vocalizes,哎。,,,,1
E,17,169,171,,Parent vocalizes,好毛毛虫给我好吧。,,,,2.04
E,18,171.16,172.64,,Parent vocalizes,把毛毛虫给我好吗？,,,,1.52
E,19,173,174.8,,Parent vocalizes,哎，谢谢。,,,,1.84
E,20,175.2,176.92,Infant vocalizes,,babbles: ayyy,,,,1.76
E,21,176.2,177.72,,Parent vocalizes,哦，要走要走。,,,,1.56
E,22,199.64,200.36,Infant vocalizes,,babbles: ah ah,,,,0.76
E,23,200.2,202.28,,Parent vocalizes,哦再叫它走啊，喔。,,,,2.12
E,24,222.72,224.08,Infant vocalizes,,babbles: ahh,,,,1.4
E,25,224.4,227.44,,Parent vocalizes,调一下估计,,,,3.08
E,26,225.44,227,Infant vocalizes,,babbles： en,,,,1.6
E,27,238,241.4,,Parent vocalizes,哎，看看，看看这个书上写什么。,,,,3.44
E,28,243.28,246,,Parent vocalizes,唷，上厕所的。,,,,2.76
E,29,246.16,249.4,,Parent vocalizes,恩恩怎么拉啊？,,,,3.28
E,30,249.4,253,,Parent vocalizes,拉嗯嗯，大便，对吧。,,,,3.64
E,31,261,262.16,Infant vocalizes,,babbles: ahh,,,,1.2
E,32,262.2,263.76,,Parent vocalizes,哦还要走啊。,,,,1.6
E,33,266.76,269.16,,Parent vocalizes,毛毛虫走不好急啊,,,,2.44
E,34,277.36,282.36,,Parent vocalizes,什么什么宝贝,,,,5.04
E,35,289,290.32,,Parent vocalizes,还有小汽车。,,,,1.36
E,36,307.16,308.44,Infant vocalizes,,babbles： ah ah ah,,,,1.32
E,37,308.92,309.8,,Parent vocalizes,可以啦。,,,,0.92
E,38,325.32,327,,Parent vocalizes,你把它拿出来好吧。,,,,1.72
E,39,331.28,332.76,,Parent vocalizes,把它拿出来好吧。,,,,1.52
E,40,341.4,342.04,,Parent vocalizes,嗯。,,,,0.68
E,41,343.92,346,,Parent vocalizes,坐着吧把它拿出来。,,,,2.12
E,42,360.64,362.6,,Parent vocalizes,这样可以吗？,,,,2
E,43,365.12,368.4,,Parent vocalizes,不可以放嘴巴里，怎么什么都要放嘴巴里。,,,,3.32
E,44,369.4,372.32,,Parent vocalizes,哎这个也不能吃的，这个都不是吃的。,,,,2.96
E,45,384.6,387.92,,Parent vocalizes,ok把它倒出来，把东西都拿出来。,,,,3.36
E,46,400.84,400.84,,,,,,Condition shift,0.04
E,47,414.92,415.6,,Parent vocalizes,咦？,,,,0.72
E,48,417.08,417.56,Infant vocalizes,,babbles: uh,,,,0.52
E,49,422.04,423.36,Infant vocalizes,,babbles: uh uh,,,,1.36
E,50,479.6,480.76,Infant vocalizes,,babbles: ugh,,,,1.2
E,51,481.6,483.88,Infant vocalizes,,babbles: emm hmm,,,,2.32
E,52,485.92,488.84,,Parent vocalizes,嗯？小心撕坏了下,,,,2.96
E,53,518.4,520.2,Infant vocalizes,,babbles: ah uh ugh,,,,1.84
E,54,520.2,523,,Parent vocalizes,哦，摇摇椅，摇摇有声音的。,,,,2.84
E,55,523.64,525.72,,Parent vocalizes,哎，摇摇，对。,,,,2.12
E,56,527.84,530.84,,Parent vocalizes,嗯，还有什么要玩的。,,,,3.04
E,57,537.2,537.8,,Parent vocalizes,hello?,,,,0.64
E,58,538.12,539.44,,Parent vocalizes,什么声音呀？,,,,1.36
E,59,546.6,548.92,,Parent vocalizes,在唱歌的是吗？,,,,2.36
E,60,550.4,552.68,,Parent vocalizes,刚钦到哪里在唱歌呀？,,,,2.32
E,61,553.6,556.04,,Parent vocalizes,哎哟，是一只小牛。,,,,2.48
E,62,560.12,561.64,,Parent vocalizes,钦一下，钦这里。,,,,1.56
E,63,563.4,564,Infant vocalizes,,babbles: hmmm,,,,0.64
E,64,566.72,567.56,,Parent vocalizes,哟,,,,0.88
E,65,575.2,576.04,Infant vocalizes,,babbles: uh,,,,0.88
E,66,586.2,588.72,,Parent vocalizes,不好放嘴里的，不可以。,,,,2.56
E,67,589.4,591.56,,Parent vocalizes,跟你说吧不可以听到吧。,,,,2.2
E,68,605.84,606.84,,Parent vocalizes,嘿嘿嘿。,,,,1.04
E,69,659.24,659.24,,,,,,the end,0.04
T,9,0,0,ZBZJ28,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150506-zbzj28\20150506-zbzj28-freeplay-c1\20150506-zbzj28-freeplay-c1.MTS""<BR>",,,,
E,1,0.24,0.24,,,,Grandma,,,0.04
E,2,4.6,8.48,,Parent vocalizes,_，再来再来，再来再来。,,,,3.92
E,3,14.6,15.84,,Parent vocalizes,咦？,,,,1.28
E,4,26.52,28.8,,Parent vocalizes,呀，宝宝也会转呀。,,,,2.32
E,5,29.2,30.6,,Parent vocalizes,宝宝自己转的呀。,,,,1.44
E,6,48.16,49.96,,Parent vocalizes,_？来，过来。,,,,1.84
E,7,50,50.72,,Parent vocalizes,过来。,,,,0.76
E,8,51.88,53.52,,Parent vocalizes,皮球给奶奶。,,,,1.68
E,9,53.96,57.44,,Parent vocalizes,皮球给奶奶，奶奶。皮球给奶奶。,,,,3.52
E,10,60.08,61.68,,Parent vocalizes,小皮球呢？,,,,1.64
E,11,66.32,68.64,,Parent vocalizes,海涛小皮球拿给奶奶。,,,,2.36
E,12,71.4,72.56,,Parent vocalizes,皮球呢？,,,,1.2
E,13,72.76,74.4,,Parent vocalizes,皮球拿给奶奶。,,,,1.68
E,14,82.28,83.6,,Parent vocalizes,来，给奶奶。,,,,1.36
E,15,84.6,86.16,,Parent vocalizes,哟。,,,,1.6
E,16,85.8,86.52,Infant vocalizes,,babbles：哎,,,,0.76
E,17,86.56,87,,Parent vocalizes,_。,,,,0.48
E,18,89.52,92.68,,Parent vocalizes,嗯？那里不要出去，你过来点。,,,,3.2
E,19,92.8,93.96,,Parent vocalizes,宝宝过来点。,,,,1.2
E,20,94.16,96.16,,Parent vocalizes,到奶奶这里来，来，过来。,,,,2.04
E,21,96.6,97.12,Infant vocalizes,,babbles: ah,,,,0.56
E,22,97.4,99.88,,Parent vocalizes,嗯，摇，摇一摇，宝宝摇。,,,,2.52
E,23,100,102.36,,Parent vocalizes,摇摇看有没有声音。,,,,2.4
E,24,105.2,105.64,Infant vocalizes,,babbles:ah,,,,0.48
E,25,105.28,109.72,,Parent vocalizes,宝宝，摇一下，摇一下。来，奶奶教你来。,,,,4.48
E,26,109.72,112,,Parent vocalizes,登登登登，来。,,,,2.32
E,27,112.4,113.32,,Parent vocalizes,自己摇。,,,,0.96
E,28,114,116.16,,Parent vocalizes,摇，_。,,,,2.2
E,29,118.2,118.92,,Parent vocalizes,嗯？,,,,0.76
E,30,120.52,122.72,,Parent vocalizes,摇一摇，摇一摇。,,,,2.24
E,31,120.52,122.84,Infant vocalizes,,babbles: nah nah,,,,2.36
E,32,123.8,125.8,,Parent vocalizes,哟哟哟哟哟。,,,,2.04
E,33,126.44,128.2,Infant vocalizes,,babbles: oh,,,,1.8
E,34,129.2,131.16,Infant vocalizes,,babbles: eh la,,,,2
E,35,131.36,131.8,,Parent vocalizes,呀。,,,,0.48
E,36,139.8,141,,Parent vocalizes,咦？,,,,1.24
E,37,141.16,143.08,,Parent vocalizes,哟哟。,,,,1.96
E,38,143.8,146.44,,Parent vocalizes,厉害吧，跑掉咯。,,,,2.68
E,39,150.12,151.72,,Parent vocalizes,呵呵呵，_。,,,,1.64
E,40,156.4,160.6,,Parent vocalizes,_____，那里不要去。,,,,4.24
E,41,160.6,162.64,,Parent vocalizes,过来，过来，啊。,,,,2.08
E,42,162.84,170.76,,Parent vocalizes,那里不要去，嗯，那里不要动，啊。过来_，_？抱抱它，抱抱它。抱抱它，亲亲它，来。,,,,7.96
E,43,169.64,171.52,Infant vocalizes,,babbles: em em en?,,,,1.92
E,44,171.04,176.36,,Parent vocalizes,来，抱抱它，抱抱它，抱抱它，来，抱抱抱抱。,,,,5.36
E,45,186.24,188.44,,Parent vocalizes,那个拿过来，那个拿过来。,,,,2.24
E,46,188.44,191.28,,Parent vocalizes,宝宝那个拿过来，嗯，那，那个。,,,,2.88
E,47,192.36,194.24,,Parent vocalizes,宝宝，把那个拿过来。,,,,1.92
E,48,202.12,204.04,,Parent vocalizes,便便时间了。,,,,1.96
E,49,204.4,206.4,,Parent vocalizes,小朋友便便了。,,,,2.04
E,50,206.92,208.2,,Parent vocalizes,洗手间呀。,,,,1.32
E,51,208.56,209.32,,Parent vocalizes,_？,,,,0.8
E,52,211,212.68,,Parent vocalizes,奶奶的鞋子不要动。,,,,1.72
E,53,213.8,214.92,,Parent vocalizes,鞋子不要动。,,,,1.16
E,54,238,240.24,,Parent vocalizes,_~聪明。,,,,2.28
E,55,240.72,242.32,,Parent vocalizes,真聪明。,,,,1.64
E,56,247.24,250.52,,Parent vocalizes,_，不要拉呀，拉坏掉了呀。,,,,3.32
E,57,261.2,264.8,,Parent vocalizes,摇一摇，把它摇一摇，_。,,,,3.64
E,58,266.2,269.6,,Parent vocalizes,嗯，嗯嗯嗯，哎哟，哎哟。,,,,3.44
E,59,270.4,271.28,,Parent vocalizes,哎哟。,,,,0.92
E,60,272.92,273.92,,Parent vocalizes,哎哟。,,,,1.04
E,61,273.88,274.8,Infant vocalizes,,babbles: uh,,,,0.96
E,62,276.52,280.28,,Parent vocalizes,这个怎么开它，奶奶（听不清）一下怎么开它。,,,,3.8
E,63,280.8,283.04,,Parent vocalizes,哎哟，这样开的。,,,,2.28
E,64,284,286.48,,Parent vocalizes,一下，喔~,,,,2.52
E,65,294.68,295.28,,Parent vocalizes,嗯哼哼。,,,,0.64
E,66,301.96,302.8,,Parent vocalizes,哟。,,,,0.88
E,67,302.72,304.12,Infant vocalizes,,babbles: ah wah eh,,,,1.44
E,68,326.72,328,,Parent vocalizes,这里也有车子啊。,,,,1.32
E,69,328.36,330.76,,Parent vocalizes,这里也有小车子啊。,,,,2.44
E,70,331.08,336.64,,Parent vocalizes,这怎么玩的啊？这也是摇的啊。摇摇摇，摇摇摇。,,,,5.6
E,71,337.16,340.96,,Parent vocalizes,这小车啊，小车，咦，这是小车。,,,,3.84
E,72,345,346.56,,Parent vocalizes,哟。,,,,1.6
E,73,353.88,358.16,,Parent vocalizes,咦？有声音吗？看看有声音哇，啊。,,,,4.32
E,74,365,366.8,,Parent vocalizes,拍拍手，宝宝拍拍手,,,,1.84
E,75,375.32,376.2,,Parent vocalizes,_？,,,,0.92
E,76,377,378.44,,Parent vocalizes,会唱歌的。,,,,1.48
E,77,381.48,382.12,Infant vocalizes,,babbles: ah,,,,0.68
E,78,415.56,416.2,Infant vocalizes,,babbles: ah,,,,0.68
E,79,427.72,428.32,Infant vocalizes,,babbles: ah,,,,0.64
E,80,438.08,439.4,Infant vocalizes,,babbles: hey,,,,1.36
E,81,439.4,440,,Parent vocalizes,_干嘛？,,,,0.64
E,82,440.24,441,Infant vocalizes,,babbles: eh,,,,0.8
E,83,441.2,444.8,,Parent vocalizes,哦，不要听啦，喔不要听关掉。,,,,3.64
E,84,444.96,448.16,,Parent vocalizes,关掉好了呀，不听了关掉不就好了呀。,,,,3.24
E,85,449.56,450.8,Infant vocalizes,,babbles: heh heh,,,,1.28
E,86,450.68,454,,Parent vocalizes,咦，不怕不怕不怕，好奶奶抱，奶奶抱。,,,,3.36
E,87,452,452.6,Infant vocalizes,,babbles: heh,,,,0.64
E,88,454.16,456.6,,Parent vocalizes,奶奶抱，哎呀呀，奶奶抱。,,,,2.48
E,89,457,459.16,Infant vocalizes,,babbles: um um,,,,2.2
E,90,458.52,460.92,,Parent vocalizes,哎，自己玩呀，_。,,,,2.44
E,91,461.4,462.28,,Parent vocalizes,呀。,,,,0.92
E,92,462.88,467.48,,Parent vocalizes,喔，_，喔，车子都开过去了。,,,,4.64
E,93,467.52,471.04,,Parent vocalizes,喔，咦？喔，呀。,,,,3.56
E,94,472.16,477.72,,Parent vocalizes,哦，好，自己爬过去拿，拿给奶奶，去拿给奶奶。,,,,5.6
E,95,480.48,481,Infant vocalizes,,babbles: en,,,,0.56
E,96,481.12,484.4,,Parent vocalizes,小熊，这是。小熊。,,,,3.32
E,97,485.4,486.24,,Parent vocalizes,啊。,,,,0.88
E,98,486.84,488.6,Infant vocalizes,,babbles: ugh ugh,,,,1.8
E,99,488.4,489.92,,Parent vocalizes,这个怎么玩？,,,,1.56
E,100,491.56,496.56,,Parent vocalizes,不要，啊这个这个不要，放旁边好吧？去拿那个了。,,,,5.04
E,101,496.76,499.84,,Parent vocalizes,去拿那个了。过去，自己过去。,,,,3.12
E,102,500.16,502.76,,Parent vocalizes,你又要，要了要叫。,,,,2.64
E,103,506.4,513.28,,Parent vocalizes,哒哒哒哒哒，哒哒哒哒哒哒哒，哒哒哒哒哒。,,,,6.92
E,104,514.52,515.32,Infant vocalizes,,babbles:ｅｈ　,,,,0.84
E,105,515.4,516.2,,Parent vocalizes,呐。,,,,0.84
E,106,521.6,523.48,,Parent vocalizes,_？咦？,,,,1.92
E,107,529,532,,Parent vocalizes,宝宝自己玩啊，奶奶做事情啊。,,,,3.04
E,108,532.28,534.08,,Parent vocalizes,去拿一个笔。,,,,1.84
E,109,534.24,536.2,,Parent vocalizes,拿一副眼镜啊。,,,,2
E,110,536.6,537.44,Infant vocalizes,,babbles：哼,,,,0.88
E,111,536.88,541.16,,Parent vocalizes,奶奶马上过来，马上过来，奶奶，看得见的呀。,,,,4.32
E,112,541.36,545.52,Infant vocalizes,,呜呜呜呜,,,,4.2
E,113,542.8,545.8,,Parent vocalizes,奶奶，来了，来了，来了。,,,,3.04
E,114,555,557.8,,Parent vocalizes,哎呀，好了，好了，好了，来了，来了，来了。,,,,2.84
E,115,559.28,561.6,,Parent vocalizes,不哭了，不哭了，不哭了。,,,,2.36
E,116,562.56,564.16,,Parent vocalizes,哟哟哟哟哟。,,,,1.64
E,117,568.8,570,,Parent vocalizes,哟，好了好了。,,,,1.24
E,118,570.72,573.72,,Parent vocalizes,（听不清），过来过来过来。,,,,3.04
E,119,586.72,593.08,,Parent vocalizes,哦，奶奶，奶奶，奶奶，奶奶，奶奶，哟哟哟哟哟没事。,,,,6.4
E,120,594.84,596.8,,Parent vocalizes,呐呐呐呐呐呐呐呐呐,,,,2
E,121,571.76,571.76,,,,,,Condition shift,0.04
E,122,597.36,602.96,,Parent vocalizes,哦，奶奶眼镜呢奶奶眼镜，奶奶眼镜盒子，给奶奶保存好。,,,,5.64
E,123,606.8,608,,Parent vocalizes,乖乖怎么啦。,,,,1.24
E,124,609.16,615.04,,Parent vocalizes,怎么啦，哦等一下等一下，等一下等一下。奶奶抱抱，抱抱，抱抱，抱抱。,,,,5.92
E,125,615.2,618.72,,Parent vocalizes,抱一下，抱一下。哟哟哟哟哟。,,,,3.56
E,126,618.88,622.68,,Parent vocalizes,难为情伐，哭了难为情伐,,,,3.84
E,127,623.48,628.48,,Parent vocalizes,不要哭啦，小朋友，怎么小朋友会哭的啦。,,,,5.04
E,128,628.72,632.08,,Parent vocalizes,难为情伐，啊，好啦，好啦，好啦。,,,,3.4
E,129,632.16,634.32,,Parent vocalizes,奶奶，哦，你也有，你也有。,,,,2.2
E,130,634.68,638,,Parent vocalizes,登登登登登，哦，按一按。,,,,3.36
E,131,638,638.96,,Parent vocalizes,咦？,,,,1
E,132,638.96,648.12,,Parent vocalizes,哒哒哒哒哒哒哒，哒哒哒哒哒。哒哒哒哒哒哒哒，哒哒哒哒哒。好行了，行了。,,,,9.2
E,133,652.96,658.04,,Parent vocalizes,哟，小熊站起来咯，怎么样，小熊站起来啦。,,,,5.12
E,134,658.04,659.88,,Parent vocalizes,宝贝也站起来啦？,,,,1.88
E,135,659.88,666.4,,Parent vocalizes,宝贝也站起来，宝贝也站起来。来，宝贝也站起来，宝宝也会站的呀，对嘛？,,,,6.56
E,136,666.88,668.04,,Parent vocalizes,_。,,,,1.2
E,137,669.04,671.08,Infant vocalizes,,babbles：哎，哎，哎,,,,2.08
E,138,673.4,675.76,,Parent vocalizes,（听不清）,,,,2.4
E,139,675,676,Infant vocalizes,,babbles: eh,,,,1.04
E,140,677.16,679.2,,Parent vocalizes,奶奶要写东西呀。,,,,2.08
E,141,680.6,682.4,Infant vocalizes,,babbles:um eh eh,,,,1.84
E,142,682,684.72,,Parent vocalizes,奶奶要写东西呀。,,,,2.76
E,143,684.92,686.68,Infant vocalizes,,babbles: nieh eh eh,,,,1.8
E,144,691.6,693.2,,Parent vocalizes,奶奶要写东西啊。,,,,1.64
E,145,694.36,703.08,,Parent vocalizes,啊，嗯~。小朋友名字叫什么？小朋友名字叫（名字）。,,,,8.76
E,146,703.08,703.84,Infant vocalizes,,babbles: en,,,,0.8
E,147,703.84,705.4,,Parent vocalizes,_，没写完。,,,,1.6
E,148,706.6,707.64,Infant vocalizes,,妈妈,,,,1.08
E,149,708.12,711.12,Infant vocalizes,,babbles: mehhhhh,,,,3.04
E,150,744.12,745.32,Infant vocalizes,,babbles:wooh,,,,1.24
E,151,751.2,753.48,Infant vocalizes,,babbles,,,,2.32
E,152,752.24,757.28,,Parent vocalizes,嗯，噢噢，拿它，拿它开开来，自己做下去玩好伐,,,,5.08
E,153,757.36,761.2,,Parent vocalizes,来，坐下来玩好吗？坐下来玩。,,,,3.88
E,154,761.4,764.8,,Parent vocalizes,_，宝宝坐下来玩哦，乖了。,,,,3.44
T,10,0,0,ZBZJ30,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20150520-zbzj30\20150520-zbzj30-freeplay-c1\20150520-zbzj30-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Dad,,,0.04
E,2,5,6.76,,Parent vocalizes,给爸爸，爸爸。,,,,1.8
E,3,7.32,8.12,,Parent vocalizes,给爸爸。,,,,0.84
E,4,10,12.12,,Parent vocalizes,我来充气好吧，月月。,,,,2.16
E,5,12.12,13.48,,Parent vocalizes,我来充气好吧。,,,,1.4
E,6,13.64,16.4,,Parent vocalizes,额？_？,,,,2.8
E,7,16.64,17.28,,Parent vocalizes,额？,,,,0.68
E,8,18,20.4,,Parent vocalizes,嗯？嗯？,,,,2.44
E,9,21.6,22.36,,Parent vocalizes,_？,,,,0.8
E,10,24.6,25.8,,Parent vocalizes,给爸爸好不好？,,,,1.24
E,11,26.52,27.4,,Parent vocalizes,给爸爸。,,,,0.92
E,12,28.24,29,,Parent vocalizes,好不好？,,,,0.8
E,13,34.12,35.16,,Parent vocalizes,对啊。,,,,1.08
E,14,49.32,50.64,,Parent vocalizes,月月，那个。,,,,1.36
E,15,61.2,64,,Parent vocalizes,多咯咯咯咯，多咯咯咯咯,,,,2.84
E,16,74.8,75.8,,Parent vocalizes,嗯？,,,,1.04
E,17,83.48,84.88,,Parent vocalizes,小猪猪。,,,,1.44
E,18,86.2,87.28,,Parent vocalizes,给爸爸吧。,,,,1.12
E,19,87.92,88.72,,Parent vocalizes,好不好？,,,,0.84
E,20,89.92,91.2,,Parent vocalizes,嗯，给爸爸。,,,,1.32
E,21,94.32,97.64,,Parent vocalizes,嗯，木马爸爸给你放一边，木马给你放好。,,,,3.36
E,22,98.2,98.92,,Parent vocalizes,好吧。,,,,0.76
E,23,99.4,100.16,,Parent vocalizes,爸爸给你放好。,,,,0.8
E,24,102.32,104.44,,Parent vocalizes,嗯，对，真乖。_？,,,,2.16
E,25,105,106.04,,Parent vocalizes,_？,,,,1.08
E,26,114.2,115.28,,Parent vocalizes,_？,,,,1.12
E,27,117.6,118.68,,Parent vocalizes,_？,,,,1.12
E,28,129.48,131.8,,Parent vocalizes,月月，月月，看着。,,,,2.36
E,29,159.36,160.44,,Parent vocalizes,_？,,,,1.12
E,30,161,161,Infant vocalization,,唔？,,,,0.04
E,31,173.16,174.2,,Parent vocalizes,哎哟，二了,,,,1.08
E,32,175.4,177.2,,Parent vocalizes,看这个小车车。,,,,1.84
E,33,204.52,207,,Parent vocalizes,嗯，嗯，好啦。,,,,2.52
E,34,208.24,209.24,,Parent vocalizes,抓过来。,,,,1.04
E,35,209.84,212.84,,Parent vocalizes,来，抓过来。你过来过来，来你过来过来。,,,,3.04
E,36,213.48,215.32,,Parent vocalizes,_，来来来（名字）。,,,,1.88
E,37,221,223.28,,Parent vocalizes,_，唔？嘿嘿。,,,,2.32
E,38,225.08,233.04,,Parent vocalizes,小熊，小熊，喔，亲亲。（听不清），（听不清）怎么做，月月？给它（听不清）怎么做？,,,,8
E,39,233.6,234.72,,Parent vocalizes,不要啊。,,,,1.16
E,40,235.12,237,,Parent vocalizes,给爸爸，爸爸抱啊。,,,,1.92
E,41,237.64,238.76,,Parent vocalizes,爸爸抱走了啊。,,,,1.16
E,42,240.68,241.4,,Parent vocalizes,哈哈,,,,0.76
E,43,241.6,243.28,,Parent vocalizes,喔，我给拿。,,,,1.72
E,44,243.8,245.2,,Parent vocalizes,_。,,,,1.44
E,45,246.6,247.36,,Parent vocalizes,_。,,,,0.8
E,46,249,250.24,,Parent vocalizes,嘿嘿嘿嘿。,,,,1.28
E,47,251,256,,Parent vocalizes,月月，哈哈。___，___。,,,,5.04
E,48,256,258.44,,Parent vocalizes,小熊，小熊，小熊。,,,,2.48
E,49,259,260,,Parent vocalizes,_，对。,,,,1.04
